course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
ECH-3240L-002-L (93690),93690,Koria,Piyush,13,35.14,14,37.84,10,27.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,37
ECH-3240L-003-L (93691),93691,Koria,Piyush,0,0.00,10,90.91,1,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
ECH-3240L-004-L (93692),93692,Koria,Piyush,1,9.09,10,90.91,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
ECH-4715 -001-C (93978),93978,Pettit,Sandra,35,38.46,46,50.55,9,9.89,0,0.00,1,1.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0,91
ECH-4846 -002-C (94106),94106,Joseph,Babu,5,18.52,6,22.22,10,37.04,3,11.11,2,7.41,0,0.00,0,0.00,0,0.00,1,3.70,0,0,27
BME-3032 -001-C (94127),94127,Stern,Lawrence,8,26.67,14,46.67,7,23.33,1,3.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,30
ECH-6107 -001-C (95523),95523,Simmons,David,1,11.11,5,55.56,2,22.22,0,0.00,1,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
ECH-3101 -001-C (95530),95530,Campbell,Scott,5,18.52,14,51.85,8,29.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,27
BME-6055 -001-C (95532),95532,Pyayt,Anna,9,90.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
ECH-4680C-001-C (96057),96057,Lee,William,22,61.11,13,36.11,1,2.78,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,36
ECH-4680C-002-C (96058),96058,Lee,William,27,57.45,17,36.17,2,4.26,1,2.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,47
BME-4406 -001-C (96249),96249,Lee,William,12,40.00,13,43.33,4,13.33,0,0.00,1,3.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,30
ECH-3783 -001-C (96250),96250,Alcantar,Norma,34,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,34
EGN-3311 -001-C (80713),80713,Nohra,Karim,21,16.94,36,29.03,29,23.39,11,8.87,13,10.48,1,0.81,0,0.00,0,0.00,13,10.48,0,0,124
EGN-3311 -002-C (80714),80714,Nohra,Karim,22,24.72,19,21.35,20,22.47,8,8.99,7,7.87,1,1.12,0,0.00,0,0.00,12,13.48,0,0,89
EGN-3321 -001-C (80715),80715,Nohra,Karim,5,3.85,37,28.46,53,40.77,8,6.15,19,14.62,1,0.77,0,0.00,0,0.00,7,5.38,0,0,130
EGN-3331 -001-C (80716),80716,Stokes,Michael,6,7.79,13,16.88,23,29.87,10,12.99,18,23.38,1,1.30,0,0.00,0,0.00,6,7.79,0,0,77
EGN-3353 -001-C (80718),80718,Tejada-Martinez,Andres,19,25.33,33,44.00,12,16.00,9,12.00,1,1.33,1,1.33,0,0.00,0,0.00,0,0.00,0,0,75
EGN-3365 -001-C (80719),80719,Gunaratne,Manjriker,13,14.94,22,25.29,30,34.48,14,16.09,1,1.15,0,0.00,0,0.00,0,0.00,7,8.05,0,0,87
CEG-4011 -001-C (80746),80746,Stokes,Michael,3,5.56,26,48.15,14,25.93,8,14.81,3,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0,54
CES-4605 -001-C (80747),80747,Mullins,Austin,2,4.44,10,22.22,14,31.11,9,20.00,7,15.56,0,0.00,0,0.00,0,0.00,3,6.67,0,0,45
CES-4702 -001-C (80748),80748,Gunaratne,Manjriker,13,28.89,25,55.56,6,13.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.22,0,0,45
CGN-4851 -001-L (80749),80749,Zayed,Abla,3,20.00,2,13.33,9,60.00,0,0.00,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
TTE-4004 -001-C (80751),80751,Maness,Michael,29,42.65,17,25.00,13,19.12,3,4.41,3,4.41,1,1.47,0,0.00,0,0.00,2,2.94,0,0,68
TTE-5205 -901-C (80752),80752,Lin,Pei-Sung,11,78.57,3,21.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
TTE-6930 -001-D (80924),80924,Zhang,Yu,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,100.00,0,0.00,0,0.00,0,0,8
ENV-4417 -001-C (80929),80929,Yeh,Daniel,13,72.22,5,27.78,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
CGN-6933 -902-C (82107),82107,Trotz,Maya,10,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
CGN-6933 -004-C (82191),82191,Arias,Mauricio,9,90.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
ENV-4004L-001-L (82425),82425,Zhang,Qiong,11,91.67,1,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
ENV-4004L-002-L (82426),82426,Zhang,Qiong,6,75.00,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
ENV-6002 -001-C (82448),82448,Cunningham,Jeffrey,6,54.55,4,36.36,1,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
CEG-4011L-002-L (82764),82764,Mullins,Austin,2,8.70,12,52.17,4,17.39,4,17.39,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
CEG-4011L-901-L (82765),82765,Mullins,Austin,1,6.67,8,53.33,5,33.33,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
EGN-3331L-002-L (82862),82862,Mullins,Austin,8,44.44,6,33.33,1,5.56,2,11.11,0,0.00,0,0.00,0,0.00,0,0.00,1,5.56,0,0,18
EGN-3331L-001-L (82863),82863,Mullins,Austin,5,38.46,6,46.15,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.69,0,0,13
ENV-4001 -001-C (83712),83712,Cunningham,Jeffrey,3,6.82,14,31.82,17,38.64,4,9.09,5,11.36,0,0.00,0,0.00,0,0.00,1,2.27,0,0,44
CEG-4011L-001-L (84227),84227,Mullins,Austin,2,10.00,10,50.00,7,35.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
CGN-6933 -001-C (84235),84235,Lu,Qing,18,81.82,2,9.09,1,4.55,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EGN-3311 -003-C (84241),84241,Stokes,Michael,12,15.79,22,28.95,12,15.79,1,1.32,17,22.37,0,0.00,0,0.00,0,0.00,12,15.79,0,0,76
EGN-3331L-003-L (84499),84499,Mullins,Austin,5,35.71,5,35.71,3,21.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CGN-4851 -002-L (84500),84500,Zayed,Abla,2,13.33,4,26.67,8,53.33,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
CGN-4851 -003-L (84501),84501,Zayed,Abla,1,6.67,4,26.67,9,60.00,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
CWR-6305 -901-C (85142),85142,Nachabe,Mahmoud,10,90.91,1,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
CWR-4540 -001-C (85188),85188,Ross,Mark,8,27.59,18,62.07,2,6.90,1,3.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,29
EES-6107 -001-C (85688),85688,Ergas,Sarina,5,38.46,5,38.46,0,0.00,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,2,15.38,0,0,13
EGN-4454 -002-C (86090),86090,Simkins,Daniel,12,26.09,15,32.61,13,28.26,1,2.17,3,6.52,0,0.00,0,0.00,0,0.00,2,4.35,0,0,46
CES-6609 -901-C (86139),86139,Gunaratne,Manjriker,9,69.23,2,15.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,15,13
CEG-5115 -901-C (86399),86399,Gunaratne,Manjriker,1,12.50,5,62.50,0,0.00,1,12.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
CGN-4933 -902-C (87515),87515,Trotz,Maya,12,92.31,0,0.00,0,0.00,0,0.00,0,0.00,1,7.69,0,0.00,0,0.00,0,0.00,0,0,13
ENV-6510 -901-C (88150),88150,Champion,Wyatt,14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
EGN-4453 -001-C (88776),88776,Simkins,Daniel,14,46.67,5,16.67,5,16.67,1,3.33,4,13.33,0,0.00,0,0.00,0,0.00,1,3.33,0,0,30
EGN-4453 -002-C (88777),88777,Simkins,Daniel,12,29.27,7,17.07,10,24.39,4,9.76,7,17.07,0,0.00,0,0.00,0,0.00,1,2.44,0,0,41
EGN-1113 -001-C (88778),88778,Gunaratne,Manjriker,50,65.79,12,15.79,7,9.21,1,1.32,3,3.95,0,0.00,0,0.00,0,0.00,3,3.95,0,0,76
EGN-1113 -002-C (88779),88779,Gunaratne,Manjriker,46,61.33,15,20.00,6,8.00,1,1.33,6,8.00,0,0.00,0,0.00,0,0.00,1,1.33,0,0,75
CES-6706 -901-C (90647),90647,Gunaratne,Manjriker,2,11.76,11,64.71,3,17.65,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
TTE-6835 -701-C (92192),92192,Lu,Qing,3,50.00,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
CGN-6933 -905-C (92556),92556,Tejada-Martinez,Andres,6,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
TTE-6307 -001-C (92586),92586,Mannering,Fred,14,77.78,4,22.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
CGN-4933 -901-C (93066),93066,Zhang,Yu,15,57.69,11,42.31,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,26
EGN-3000L-003-L (93682),93682,Simkins,Daniel,58,64.44,23,25.56,3,3.33,4,4.44,2,2.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0,90
EGN-3000L-003I-L (93682),93682,Simkins,Daniel,5,83.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
TTE-6267 -901-C (93811),93811,Chen,Zhiwei,8,72.73,3,27.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
EMA-5326 -001-C (94469),94469,Alexander,Christopher,4,66.67,1,16.67,0,0.00,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
CGN-6311C-901-C (94881),94881,Lu,Qing,17,80.95,2,9.52,1,4.76,1,4.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
TTE-6657 -901-C (96508),96508,Zhang,Yu,5,83.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
CDA-3201 -001-C (80754),80754,Jeanty,Henry,16,27.59,9,15.52,16,27.59,6,10.34,8,13.79,1,1.72,0,0.00,0,0.00,2,3.45,0,0,58
CDA-3201L-001-L (80755),80755,Jeanty,Henry,21,84.00,1,4.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,8.00,0,0,25
CDA-3201L-003-L (80756),80756,Jeanty,Henry,18,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
CDA-4205 -001-C (80757),80757,Mozaffari Kermani,Mehran,50,52.63,34,35.79,9,9.47,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,2.11,0,0,95
CGS-2060 -001-C (80758),80758,Anderson,James,38,42.22,23,25.56,9,10.00,2,2.22,7,7.78,0,0.00,0,0.00,0,0.00,11,12.22,0,0,90
CIS-4250 -001-D (80759),80759,Murray-Bruce,Oluwaremilekun John,21,75.00,7,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,28
CIS-4910 -001-Z (80760),80760,Christensen,Kenneth,18,47.37,17,44.74,2,5.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.63,0,0,38
COP-2510 -001-C (80761),80761,Beasley,Zachariah,42,58.33,17,23.61,8,11.11,1,1.39,0,0.00,0,0.00,0,0.00,0,0.00,4,5.56,0,0,72
COP-3514 -001-C (80762),80762,Wang,Jing,29,30.85,39,41.49,15,15.96,3,3.19,7,7.45,0,0.00,0,0.00,0,0.00,1,1.06,0,0,94
COT-6405 -001-C (80765),80765,Canavan,Shaun,44,55.00,23,28.75,11,13.75,0,0.00,2,2.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0,80
EEL-6764 -901-C (80766),80766,Zheng,Hao,32,39.51,26,32.10,13,16.05,0,0.00,9,11.11,0,0.00,0,0.00,0,0.00,1,1.23,0,0,81
COP-2510 -002-C (80943),80943,Small,Schinnel,32,45.07,22,30.99,12,16.90,3,4.23,2,2.82,0,0.00,0,0.00,0,0.00,0,0.00,0,0,71
CAP-5400 -001-C (80946),80946,Goldgof,Dmitry,8,47.06,5,29.41,2,11.76,0,0.00,1,5.88,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
EEL-6764 -300-O (81103),81103,Zheng,Hao,1,16.67,2,33.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,33.33,0,0,6
CIS-6930 -001-C (81105),81105,Karam,Robert,1,20.00,2,40.00,0,0.00,0,0.00,1,20.00,0,0.00,0,0.00,0,0.00,1,20.00,0,0,5
CDA-3103 -001-C (81231),81231,Zhang,Yan,58,29.90,76,39.18,35,18.04,17,8.76,4,2.06,0,0.00,0,0.00,0,0.00,4,2.06,0,0,194
CIS-6971 -029-T (81349),81349,Sun,Yu,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,20.00,0,0.00,0,0.00,4,80,5
EEL-5771 -001-C (81822),81822,Piegl,Les,47,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,47
CIS-4930 -002-C (82407),82407,Karam,Robert,9,27.27,13,39.39,8,24.24,2,6.06,1,3.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0,33
CDA-4213 -001-C (82415),82415,Katkoori,Srinivas,31,50.82,18,29.51,9,14.75,0,0.00,3,4.92,0,0.00,0,0.00,0,0.00,0,0.00,0,0,61
COT-6405 -300-O (82968),82968,Canavan,Shaun,4,66.67,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,0,0,6
CDA-3201L-002-L (82976),82976,Jeanty,Henry,9,69.23,3,23.08,0,0.00,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
CDA-4213L-001-L (84230),84230,Katkoori,Srinivas,26,81.25,3,9.38,2,6.25,0,0.00,1,3.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0,32
CDA-4213L-002-L (84231),84231,Katkoori,Srinivas,11,37.93,9,31.03,8,27.59,0,0.00,1,3.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0,29
COP-2510 -003-C (84315),84315,Small,Schinnel,39,53.42,20,27.40,9,12.33,2,2.74,2,2.74,0,0.00,0,0.00,0,0.00,1,1.37,0,0,73
CIS-4253 -001-C (84480),84480,Ventura,Philip,34,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,34
COP-3515 -001-C (84482),84482,Anderson,James,28,46.67,17,28.33,8,13.33,1,1.67,4,6.67,0,0.00,0,0.00,0,0.00,2,3.33,0,0,60
COP-4530 -002-C (84566),84566,Beasley,Zachariah,16,35.56,13,28.89,4,8.89,2,4.44,3,6.67,1,2.22,0,0.00,0,0.00,6,13.33,0,0,45
CEN-4072 -901-C (85435),85435,Piegl,Les,50,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,50
COP-4703 -701-O (85535),85535,Beasley,Zachariah,36,75.00,8,16.67,3,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.08,0,0,48
COP-4365 -001-C (86290),86290,Jeanty,Henry,51,78.46,9,13.85,2,3.08,0,0.00,2,3.08,0,0.00,0,0.00,0,0.00,1,1.54,0,0,65
CIS-7910 -016-Z (86412),86412,Sarkar,Sudeep,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
CDA-4621 -001-C (86424),86424,Weitzenfeld,Alfredo,10,27.03,7,18.92,6,16.22,2,5.41,7,18.92,0,0.00,0,0.00,0,0.00,5,13.51,0,0,37
CAP-5771 -001-C (86582),86582,Hall,Lawrence,12,41.38,9,31.03,0,0.00,2,6.90,6,20.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0,29
CIS-4250 -002-D (87179),87179,Korzhova,Valentina,17,70.83,7,29.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
COP-4600 -001-C (87220),87220,Ou,Xinming,25,30.86,36,44.44,13,16.05,2,2.47,1,1.23,0,0.00,0,0.00,0,0.00,4,4.94,0,0,81
CIS-6930 -700-O (87680),87680,Hoeke,Marilynn Carol,3,50.00,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
COT-4521 -001-C (87968),87968,Rosen,Paul,17,39.53,18,41.86,6,13.95,0,0.00,1,2.33,0,0.00,0,0.00,0,0.00,1,2.33,0,0,43
CGS-3853 -701-O (88749),88749,Hidalgo,Isabela,32,43.24,29,39.19,6,8.11,1,1.35,4,5.41,0,0.00,0,0.00,0,0.00,2,2.70,0,0,74
COP-3514 -002-C (88898),88898,Pamplona Segundo,Mauricio,17,19.54,32,36.78,6,6.90,2,2.30,15,17.24,0,0.00,0,0.00,0,0.00,15,17.24,0,0,87
COT-4210 -001-C (89367),89367,Korzhova,Valentina,28,40.58,22,31.88,12,17.39,0,0.00,2,2.90,0,0.00,0,0.00,0,0.00,5,7.25,0,0,69
CIS-6930 -702-O (89448),89448,Hidalgo,Isabela,6,66.67,2,22.22,0,0.00,1,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
CGS-1540 -001-C (89827),89827,Hidalgo,Isabela,36,40.45,40,44.94,9,10.11,1,1.12,2,2.25,0,0.00,0,0.00,0,0.00,1,1.12,0,0,89
CNT-4104 -001-O (89832),89832,Fang,Suey-Chyun,8,9.88,34,41.98,33,40.74,1,1.23,4,4.94,0,0.00,0,0.00,0,0.00,1,1.23,0,0,81
CGS-1540 -002-C (90023),90023,Hidalgo,Isabela,32,35.16,42,46.15,8,8.79,2,2.20,5,5.49,0,0.00,0,0.00,0,0.00,2,2.20,0,0,91
CIS-4250 -003-D (90107),90107,Wang,Jing,24,85.71,4,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,28
CIS-4930 -003-C (90113),90113,Andujar,Marvin,10,32.26,13,41.94,6,19.35,1,3.23,1,3.23,0,0.00,0,0.00,0,0.00,0,0.00,0,0,31
COP-4530 -001-C (90175),90175,Beasley,Zachariah,36,58.06,18,29.03,5,8.06,2,3.23,0,0.00,1,1.61,0,0.00,0,0.00,0,0.00,0,0,62
COP-2512 -001-C (90226),90226,Ventura,Philip,54,67.50,11,13.75,8,10.00,0,0.00,5,6.25,0,0.00,0,0.00,0,0.00,2,2.50,0,0,80
COP-2513 -001-C (90227),90227,Gaspar,Alessio,12,16.00,19,25.33,10,13.33,13,17.33,8,10.67,0,0.00,0,0.00,0,0.00,13,17.33,0,0,75
CEN-6084 -001-C (90232),90232,Fang,Suey-Chyun,5,55.56,2,22.22,1,11.11,0,0.00,1,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
CIS-4935 -700-Z (90236),90236,Rauscher,Richard,23,60.53,13,34.21,2,5.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,38
COP-4931 -700-O (90527),90527,Hoeke,Marilynn Carol,26,34.67,26,34.67,14,18.67,1,1.33,4,5.33,2,2.67,0,0.00,0,0.00,2,2.67,0,0,75
EEL-6764 -701-O (90628),90628,Zheng,Hao,7,87.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
COT-6405 -701-O (90629),90629,Canavan,Shaun,4,50.00,3,37.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,0,0,8
CIS-6930 -009-C (90772),90772,Ventura,Philip,7,77.78,2,22.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
CIS-4900 -032-Z (90970),90970,Hendrix,William,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,100.00,0,0.00,0,0.00,0,0,7
CIS-6930 -008-C (90991),90991,Zheng,Hao,3,50.00,0,0.00,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
CIS-4940 -032-I (91041),91041,Hendrix,William,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
CIS-6930 -006-C (91072),91072,Zhang,Yan,9,90.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00,0,0,10
CAP-5625 -001-C (91262),91262,Sun,Yu,30,76.92,6,15.38,2,5.13,1,2.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,39
