course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
CIS-6930 -012-C (91368),91368,Katkoori,Srinivas,10,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
CIS-6930 -013-C (91370),91370,Andujar,Marvin,1,16.67,2,33.33,1,16.67,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,1,16.67,0,0,6
COP-4600 -002-C (91371),91371,Korzhova,Valentina,8,18.18,22,50.00,11,25.00,0,0.00,2,4.55,0,0.00,0,0.00,0,0.00,1,2.27,0,0,44
COP-4931 -003-O (91379),91379,Fang,Suey-Chyun,9,16.67,20,37.04,12,22.22,3,5.56,8,14.81,0,0.00,0,0.00,0,0.00,2,3.70,0,0,54
CIS-4930 -010-C (91414),91414,Zheng,Hao,6,30.00,11,55.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,2,10.00,0,0,20
CIS-3213 -701-O (91699),91699,Gauvin Jr,William,32,33.68,45,47.37,17,17.89,1,1.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,95
CNT-4603 -701-O (91811),91811,Pazos Revilla,Marbin,24,44.44,19,35.19,10,18.52,0,0.00,1,1.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0,54
COP-4538 -001-O (91896),91896,Yavuz,Attila,31,33.33,27,29.03,24,25.81,5,5.38,6,6.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0,93
COT-4400 -901-C (91988),91988,Hendrix,William,29,38.16,35,46.05,6,7.89,2,2.63,2,2.63,0,0.00,0,0.00,0,0.00,2,2.63,0,0,76
COT-4400 -001-C (91989),91989,Hendrix,William,18,39.13,21,45.65,4,8.70,2,4.35,1,2.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,46
CIS-6930 -023-O (92004),92004,Hall,Lawrence,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,100.00,0,0.00,0,0.00,0,0,10
CIS-4083 -001-O (92498),92498,Ventura,Philip,24,45.28,17,32.08,7,13.21,0,0.00,4,7.55,0,0.00,0,0.00,0,0.00,1,1.89,0,0,53
CEN-4020 -001-C (92500),92500,Anderson,James,84,98.82,0,0.00,1,1.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,85
CNT-4403 -701-O (92502),92502,Gauvin Jr,William,38,46.91,30,37.04,11,13.58,0,0.00,1,1.23,0,0.00,0,0.00,0,0.00,1,1.23,0,0,81
COP-4931 -001-C (92597),92597,Liu,Yao,42,76.36,7,12.73,3,5.45,0,0.00,0,0.00,2,3.64,0,0.00,0,0.00,1,1.82,0,0,55
CGS-3303 -001-C (93180),93180,Fang,Suey-Chyun,9,11.25,38,47.50,27,33.75,5,6.25,1,1.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0,80
COP-4931 -002-C (93193),93193,Katkoori,Srinivas,50,87.72,3,5.26,4,7.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,57
CIS-4900 -014-Z (93316),93316,Neal,Tempestt,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,100.00,0,0.00,0,0.00,0,0,7
EGN-3000L-007-L (93684),93684,Anderson,James,59,77.63,11,14.47,3,3.95,1,1.32,2,2.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0,76
CIS-4219 -001-C (93702),93702,Ciampaglia,Giovanni,14,40.00,18,51.43,2,5.71,0,0.00,1,2.86,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
CNT-4419 -001-C (94124),94124,Ligatti,Jarred,18,20.00,53,58.89,14,15.56,0,0.00,1,1.11,0,0.00,0,0.00,0,0.00,4,4.44,0,0,90
CIS-4930 -015-C (94303),94303,Sun,Yu,17,39.53,16,37.21,6,13.95,3,6.98,0,0.00,0,0.00,0,0.00,0,0.00,1,2.33,0,0,43
COP-2512 -002-C (94315),94315,Ventura,Philip,25,51.02,13,26.53,4,8.16,1,2.04,4,8.16,1,2.04,0,0.00,0,0.00,1,2.04,0,0,49
CAP-4621 -001-C (94437),94437,Korzhova,Valentina,6,25.00,9,37.50,6,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,12.50,0,0,24
COP-2513 -002-C (94524),94524,Gaspar,Alessio,19,24.36,19,24.36,19,24.36,9,11.54,7,8.97,0,0.00,0,0.00,0,0.00,5,6.41,0,0,78
CIS-3363 -001-C (94677),94677,Pazos Revilla,Marbin,34,54.84,20,32.26,6,9.68,0,0.00,0,0.00,1,1.61,0,0.00,0,0.00,1,1.61,0,0,62
CEN-3722 -701-O (96061),96061,Hidalgo,Isabela,47,52.22,31,34.44,10,11.11,0,0.00,2,2.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0,90
CAP-4410 -001-C (96231),96231,Sarkar,Sudeep,10,29.41,7,20.59,9,26.47,1,2.94,2,5.88,0,0.00,0,0.00,0,0.00,5,14.71,0,0,34
CIS-4345 -001-C (96232),96232,Zhang,Yan,22,56.41,12,30.77,3,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,5.13,0,0,39
CDA-4205L-001-L (96233),96233,Mozaffari Kermani,Mehran,27,87.10,2,6.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,6.45,0,0,31
CDA-4205L-002-L (96234),96234,Mozaffari Kermani,Mehran,9,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
CNT-4104L-002-L (96236),96236,Fang,Suey-Chyun,36,90.00,1,2.50,3,7.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,40
CNT-4104L-001-L (96237),96237,Fang,Suey-Chyun,33,78.57,5,11.90,1,2.38,0,0.00,2,4.76,0,0.00,0,0.00,0,0.00,1,2.38,0,0,42
COP-4710 -001-C (96299),96299,Hendrix,William,23,35.38,26,40.00,13,20.00,1,1.54,1,1.54,0,0.00,0,0.00,0,0.00,1,1.54,0,0,65
CIS-3433 -001-C (96303),96303,Fang,Suey-Chyun,10,22.73,22,50.00,7,15.91,3,6.82,1,2.27,0,0.00,0,0.00,0,0.00,1,2.27,0,0,44
CAP-4103 -001-C (96304),96304,Neal,Tempestt,26,65.00,12,30.00,2,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,40
CAP-6101 -001-C (96305),96305,Neal,Tempestt,9,90.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00,0,0,10
COP-4520 -001-C (96342),96342,Tu,Yicheng,12,63.16,6,31.58,0,0.00,0,0.00,1,5.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
COP-6527 -001-C (96344),96344,Tu,Yicheng,4,57.14,1,14.29,0,0.00,0,0.00,0,0.00,1,14.29,0,0.00,0,0.00,1,14.29,0,0,7
COP-6712 -001-C (96345),96345,Tu,Yicheng,8,30.77,7,26.92,10,38.46,0,0.00,1,3.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0,26
CDA-4205 -002-C (96479),96479,Zhang,Yan,6,12.00,21,42.00,17,34.00,4,8.00,2,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,50
CDA-4205L-004-L (96480),96480,Zhang,Yan,9,42.86,6,28.57,3,14.29,1,4.76,1,4.76,0,0.00,0,0.00,0,0.00,1,4.76,0,0,21
CDA-4205L-005-L (96481),96481,Zhang,Yan,11,64.71,4,23.53,1,5.88,1,5.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17
COP-4365 -002-C (96482),96482,Jeanty,Henry,23,65.71,9,25.71,1,2.86,1,2.86,1,2.86,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
CIS-6218 -001-C (96485),96485,Ciampaglia,Giovanni,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
CIS-6946 -033-I (96495),96495,Ou,Xinming,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
CIS-4935 -701-Z (96552),96552,Hollingsworth,Scot,22,53.66,14,34.15,3,7.32,0,0.00,0,0.00,2,4.88,0,0.00,0,0.00,0,0.00,0,0,41
COT-4601 -001-C (96637),96637,Rauscher,Richard,7,31.82,9,40.91,4,18.18,0,0.00,2,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EGN-3000 -002-C (80712),80712,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,347,81.26,72,16.86,8,1.87,0,0,427
EGN-4930 -006-C (85148),85148,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,91.67,1,8.33,0,0.00,0,0,12
EGN-4930 -024-C (85439),85439,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,92.86,1,7.14,0,0.00,0,0,14
EGN-4930 -007-C (86763),86763,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,69.23,3,23.08,1,7.69,0,0,13
EGN-4930 -009-C (86774),86774,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,91.67,0,0.00,1,8.33,0,0,12
EGN-4930 -010-C (86873),86873,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,100.00,0,0.00,0,0.00,0,0,16
EGN-4930 -022-C (86875),86875,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,72.22,2,11.11,3,16.67,0,0,18
EGN-4930 -019-C (87074),87074,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,73.33,3,20.00,1,6.67,0,0,15
EGN-4930 -027-C (87802),87802,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,94.74,1,5.26,0,0.00,0,0,19
EGN-3000 -801-O (88124),88124,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,302,93.50,11,3.41,10,3.10,0,0,323
EGN-4930 -017-C (88243),88243,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,92.86,1,7.14,0,0.00,0,0,14
EGN-4930 -026-C (89256),89256,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,100.00,0,0.00,0,0.00,0,0,13
EGN-4930 -021-C (89257),89257,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,90.48,0,0.00,2,9.52,0,0,21
EGN-4905 -001-Z (90607),90607,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,95.45,0,0.00,1,4.55,0,0,22
EGN-4905 -002-Z (90608),90608,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,28,96.55,1,3.45,0,0.00,0,0,29
EGN-3000 -001-C (90709),90709,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,342,87.24,46,11.73,4,1.02,0,0,392
EGN-4930 -012-O (90722),90722,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,100.00,0,0.00,0,0.00,0,0,16
EGN-4930 -025-O (90723),90723,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,100.00,0,0.00,0,0.00,0,0,17
EGN-4930 -023-O (90724),90724,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,76.92,3,23.08,0,0.00,0,0,13
EGN-4930 -013-O (90725),90725,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,84.62,2,15.38,0,0.00,0,0,13
EGN-5940 -001-I (90794),90794,Fernandez,Eva,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,100.00,0,0.00,0,0.00,0,0,8
EGN-4930 -003-O (91926),91926,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,85.71,0,0.00,2,14.29,0,0,14
EGN-4930 -020-O (91928),91928,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,92.86,1,7.14,0,0.00,0,0,14
EGN-4930 -029-O (92133),92133,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,84.62,0,0.00,2,15.38,0,0,13
EGN-4930 -004-O (93169),93169,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,69.23,4,30.77,0,0.00,0,0,13
EGN-4930 -002-O (93170),93170,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,100.00,0,0.00,0,0.00,0,0,16
EGN-4930 -008-O (93172),93172,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,91.67,1,8.33,0,0.00,0,0,12
EGN-4930 -031-O (93517),93517,Bishop,Robert,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,100.00,0,0.00,0,0.00,0,0,10
EGN-3000 -701-O (96483),96483,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,7,12.07,0,0.00,46,79.31,1,1.72,4,6.90,0,0,58
EGN-3000 -003-C (96839),96839,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,144,75.79,43,22.63,3,1.58,0,0,190
EGN-3375 -001-C (80720),80720,Wang,Zhengyu,22,46.81,23,48.94,0,0.00,0,0.00,0,0.00,2,4.26,0,0.00,0,0.00,0,0.00,0,0,47
EEL-3100 -001-C (80724),80724,Moreno,Wilfrido,5,26.32,3,15.79,7,36.84,1,5.26,1,5.26,1,5.26,0,0.00,0,0.00,1,5.26,0,0,19
EEL-4657 -001-C (80726),80726,Moreno,Wilfrido,8,25.81,10,32.26,4,12.90,3,9.68,1,3.23,1,3.23,0,0.00,0,0.00,4,12.90,0,0,31
EEL-4744 -001-C (80728),80728,Castellanos Mier,Alexandro,18,58.06,9,29.03,2,6.45,0,0.00,2,6.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0,31
EEL-4906 -001-C (81082),81082,Haque,Jamal,43,81.13,9,16.98,0,0.00,0,0.00,1,1.89,0,0.00,0,0.00,0,0.00,0,0.00,0,0,53
EEL-6593 -701-O (81152),81152,Arslan,Huseyin,5,33.33,8,53.33,1,6.67,0,0.00,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
EEL-5250 -001-C (81273),81273,Fan,Lingling,5,83.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EGN-3420 -001-C (81453),81453,Ghani,Nasir,32,56.14,11,19.30,6,10.53,0,0.00,5,8.77,1,1.75,0,0.00,0,0.00,2,3.51,0,0,57
EEL-4914 -001-Z (81604),81604,Castellanos Mier,Alexandro,24,72.73,5,15.15,1,3.03,0,0.00,3,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0,33
EEL-4102 -001-C (81734),81734,Yilmaz,Yasin,18,47.37,9,23.68,8,21.05,0,0.00,1,2.63,0,0.00,0,0.00,0,0.00,2,5.26,0,0,38
EEL-4657L-901-L (82126),82126,Moreno,Wilfrido,8,50.00,5,31.25,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.25,0,0,16
EEL-4657L-001-L (82128),82128,Moreno,Wilfrido,5,33.33,7,46.67,1,6.67,0,0.00,1,6.67,0,0.00,0,0.00,0,0.00,1,6.67,0,0,15
EGN-3373 -006-C (82142),82142,Ferekides,Christos,8,18.18,10,22.73,16,36.36,1,2.27,3,6.82,2,4.55,0,0.00,0,0.00,4,9.09,0,0,44
EGN-3374 -001-C (82328),82328,Stefanakos,Elias,12,29.27,19,46.34,7,17.07,2,4.88,0,0.00,0,0.00,0,0.00,0,0.00,1,2.44,0,0,41
EEL-4756 -001-C (83066),83066,Sankar,Ravi,2,18.18,5,45.45,2,18.18,0,0.00,1,9.09,0,0.00,0,0.00,0,0.00,1,9.09,0,0,11
EEL-4936 -903-C (83358),83358,Jeong,Chung Seop,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEE-3394 -001-C (83516),83516,Schlaf,Rudiger,27,27.00,47,47.00,21,21.00,4,4.00,0,0.00,0,0.00,0,0.00,0,0.00,1,1.00,0,0,100
EEL-3116L-901-L (83697),83697,Parthasarathy,Ashwin Bharadwaj,2,11.76,10,58.82,5,29.41,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17
EEE-6358 -001-C (83701),83701,Thomas,Sylvia,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEE-3302 -001-C (83706),83706,Takshi,Arash,16,40.00,12,30.00,7,17.50,1,2.50,4,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,40
EEE-4351C-001-C (83707),83707,Morel,Don,17,43.59,16,41.03,2,5.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,10.26,0,0,39
EEE-5356 -001-C (83708),83708,Hoff,Andrew,2,40.00,2,40.00,0,0.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-6935 -001-C (83718),83718,Jeong,Chung Seop,24,45.28,5,9.43,8,15.09,10,18.87,5,9.43,1,1.89,0,0.00,0,0.00,0,0.00,0,0,53
EEL-6935 -702-O (83769),83769,Miao,Zhixin,3,37.50,5,62.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-6935 -003-C (83770),83770,Fawcett,Timothy,17,18.48,34,36.96,28,30.43,3,3.26,9,9.78,0,0.00,0,0.00,0,0.00,1,1.09,0,0,92
EEL-4756 -799-O (83772),83772,Sankar,Ravi,0,0.00,2,40.00,2,40.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-6935 -007-C (83774),83774,Schlaf,Rudiger,12,66.67,6,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EEL-6935 -005-C (83783),83783,Chen,Kwang-Cheng,15,75.00,4,20.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEL-3115L-001-L (84044),84044,Ferekides,Christos,4,20.00,5,25.00,9,45.00,1,5.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0,20
EEL-3115L-003-L (84045),84045,Ferekides,Christos,2,10.00,11,55.00,6,30.00,0,0.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0,20
EEE-5356 -004-C (84108),84108,Hoff,Andrew,3,50.00,2,33.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEE-5356 -005-C (84110),84110,Hoff,Andrew,2,40.00,2,40.00,0,0.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-6936 -001-C (84113),84113,Hoff,Andrew,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-7910 -008-Z (84178),84178,Wang,Jing,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
EEL-6936 -004-C (84215),84215,Ferekides,Christos,50,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,50
EEL-4512C-701-O (84569),84569,Uysal,Ismail,13,48.15,12,44.44,1,3.70,0,0.00,0,0.00,1,3.70,0,0.00,0,0.00,0,0.00,0,0,27
EEL-6426 -001-C (84849),84849,Mumcu,Gokhan,1,7.69,2,15.38,5,38.46,3,23.08,1,7.69,0,0.00,0,0.00,0,0.00,1,7.69,0,0,13
EEL-2161 -001-C (85095),85095,Jeong,Chung Seop,4,12.50,7,21.88,3,9.38,3,9.38,7,21.88,1,3.13,0,0.00,0,0.00,7,21.88,0,0,32
EEL-2161 -002-C (85153),85153,Jeong,Chung Seop,16,38.10,6,14.29,7,16.67,4,9.52,4,9.52,0,0.00,0,0.00,0,0.00,5,11.90,0,0,42
EEL-3116L-001-L (86423),86423,Parthasarathy,Ashwin Bharadwaj,11,64.71,4,23.53,2,11.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17
EEL-7910 -024-Z (86552),86552,Miao,Zhixin,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,100.00,0,0.00,0,0.00,0,0,7
EEL-4743L-001-L (87538),87538,Moreno,Wilfrido,2,16.67,6,50.00,3,25.00,0,0.00,0,0.00,1,8.33,0,0.00,0,0.00,0,0.00,0,0,12
CHM-4932 -005-D (87988),87988,Schlaf,Rudiger,2,33.33,2,33.33,1,16.67,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-6481C-001-C (88686),88686,Mumcu,Gokhan,3,50.00,2,33.33,0,0.00,0,0.00,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4937 -801-O (88994),88994,Krisa,Thomas,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
EEL-6227 -001-C (89307),89307,Miao,Zhixin,2,33.33,3,50.00,0,0.00,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4283 -001-C (89960),89960,Schlaf,Rudiger,21,38.89,24,44.44,8,14.81,0,0.00,1,1.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0,54
EGN-3373 -002-C (89989),89989,Ferekides,Christos,4,14.29,9,32.14,5,17.86,4,14.29,4,14.29,0,0.00,0,0.00,0,0.00,2,7.14,0,0,28
EGN-3373 -003-C (89990),89990,Ferekides,Christos,17,36.17,12,25.53,9,19.15,4,8.51,1,2.13,0,0.00,0,0.00,0,0.00,4,8.51,0,0,47
EGN-3373 -004-C (89991),89991,Ferekides,Christos,9,27.27,12,36.36,3,9.09,4,12.12,3,9.09,0,0.00,0,0.00,0,0.00,2,6.06,0,0,33
EGN-3373 -005-C (89992),89992,Ferekides,Christos,9,21.95,14,34.15,12,29.27,4,9.76,1,2.44,1,2.44,0,0.00,0,0.00,0,0.00,0,0,41
EGN-3373 -001-C (89993),89993,Ferekides,Christos,12,27.27,10,22.73,10,22.73,3,6.82,8,18.18,0,0.00,0,0.00,0,0.00,1,2.27,0,0,44
EEL-6728 -001-C (90240),90240,Galvis,Jorge,3,50.00,1,16.67,2,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4595 -901-C (90241),90241,Arslan,Huseyin,0,0.00,4,57.14,2,28.57,0,0.00,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEL-4595 -701-O (90243),90243,Arslan,Huseyin,3,23.08,8,61.54,0,0.00,0,0.00,0,0.00,1,7.69,0,0.00,0,0.00,1,7.69,0,0,13
EEL-3115L-002-L (90793),90793,Ferekides,Christos,4,20.00,10,50.00,3,15.00,1,5.00,0,0.00,2,10.00,0,0.00,0,0.00,0,0.00,0,0,20
EEE-6502 -798-O (91023),91023,Sankar,Ravi,1,11.11,7,77.78,1,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EEL-7910 -004-Z (91146),91146,Chang,Jien,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,100.00,0,0.00,0,0.00,0,0,9
EEL-4743L-003-L (91164),91164,Moreno,Wilfrido,2,22.22,4,44.44,1,11.11,1,11.11,0,0.00,1,11.11,0,0.00,0,0.00,0,0.00,0,0,9
EEL-6357 -001-C (91242),91242,Jain,Vijay,5,71.43,1,14.29,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEE-4274 -001-C (91680),91680,Wang,Jing,15,78.95,3,15.79,1,5.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
EEL-4423C-001-C (91872),91872,Dunleavy,Lawrence,6,60.00,2,20.00,1,10.00,0,0.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EEL-4423C-002-C (91873),91873,Dunleavy,Lawrence,6,60.00,1,10.00,2,20.00,0,0.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EEL-4423C-005-C (91876),91876,Dunleavy,Lawrence,8,80.00,1,10.00,0,0.00,0,0.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EEL-3472C-002-C (91886),91886,Parthasarathy,Ashwin Bharadwaj,3,27.27,3,27.27,5,45.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
EEL-3472C-003-C (91887),91887,Parthasarathy,Ashwin Bharadwaj,0,0.00,10,83.33,2,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EEL-3472C-005-C (91889),91889,Parthasarathy,Ashwin Bharadwaj,2,13.33,8,53.33,4,26.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.67,0,0,15
EEL-4251 -001-C (91899),91899,Fan,Lingling,6,75.00,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-3705 -001-C (91963),91963,Castellanos Mier,Alexandro,22,31.43,13,18.57,14,20.00,5,7.14,13,18.57,0,0.00,0,0.00,0,0.00,3,4.29,0,0,70
EEL-4271 -001-C (92038),92038,Miao,Zhixin,16,80.00,4,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEE-6276 -799-O (92050),92050,Wang,Jing,8,88.89,1,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EEL-3705L-001-L (92056),92056,Bhanja,Sanjukta,14,70.00,3,15.00,1,5.00,1,5.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEL-3705L-002-L (92057),92057,Bhanja,Sanjukta,13,68.42,3,15.79,1,5.26,1,5.26,0,0.00,0,0.00,0,0.00,0,0.00,1,5.26,0,0,19
EEL-3705L-003-L (92059),92059,Bhanja,Sanjukta,6,50.00,4,33.33,1,8.33,1,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EEE-4260C-001-C (92074),92074,Hoff,Andrew,11,68.75,4,25.00,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
EEL-4420 -001-C (92964),92964,Dunleavy,Lawrence,1,20.00,4,80.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-4206L-001-L (93019),93019,Fan,Lingling,7,87.50,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0,8
EEL-4206L-002-L (93020),93020,Fan,Lingling,7,87.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
