0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
CHM-2210 -023-C (84822),15,50.00,8,26.67,5,16.67,1,3.33,0,0.00,0,0.00,0,0.00,0,0.00,1,3.33,0,0,30
CHM-2210 -024-C (84823),9,30.00,9,30.00,7,23.33,1,3.33,2,6.67,0,0.00,0,0.00,0,0.00,2,6.67,0,0,30
CHM-2210 -025-C (84824),11,36.67,5,16.67,1,3.33,11,36.67,1,3.33,0,0.00,0,0.00,0,0.00,1,3.33,0,0,30
CHM-2210 -026-C (84825),11,36.67,8,26.67,8,26.67,2,6.67,0,0.00,0,0.00,0,0.00,0,0.00,1,3.33,0,0,30
CHM-2046L-007-L (84835),20,83.33,3,12.50,0,0.00,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-005-L (84836),20,83.33,4,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-008-L (84837),22,91.67,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
CHM-3610L-901-L (85445),2,22.22,4,44.44,3,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
CHM-3610L-003-L (85733),8,57.14,3,21.43,1,7.14,0,0.00,1,7.14,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CHM-2211L-008-L (85885),14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-009-L (85886),11,84.62,2,15.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
CHM-2211L-010-L (85888),13,92.86,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-011-L (85889),12,85.71,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-012-L (85890),11,78.57,3,21.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-904-L (85891),12,85.71,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-905-L (85892),11,78.57,2,14.29,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-906-L (85893),10,71.43,4,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-024-L (85894),12,85.71,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-025-L (85895),14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-026-L (85896),11,78.57,3,21.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-910-L (85897),10,71.43,3,21.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CHM-2210L-911-L (85898),13,92.86,0,0.00,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-912-L (85899),11,78.57,2,14.29,0,0.00,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2046L-009-L (85912),20,83.33,3,12.50,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-011-L (85913),16,66.67,5,20.83,1,4.17,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
CHM-2046L-012-L (85914),19,79.17,3,12.50,0,0.00,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-013-L (85915),20,83.33,1,4.17,2,8.33,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-015-L (85916),20,83.33,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
CHM-2046L-902-L (85917),16,66.67,6,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,8.33,0,0,24
CHM-2046L-014-L (86055),21,87.50,2,8.33,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-010-L (86056),24,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHS-2440L-005-L (86058),15,62.50,5,20.83,2,8.33,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-3120C-004-C (86514),5,29.41,6,35.29,4,23.53,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,11.76,0,0,17
CHM-4300 -001-C (87405),12,21.05,23,40.35,14,24.56,1,1.75,2,3.51,0,0.00,0,0.00,0,0.00,5,8.77,0,0,57
CHM-2045 -008-C (87638),94,56.63,45,27.11,18,10.84,5,3.01,1,0.60,1,0.60,0,0.00,0,0.00,2,1.20,0,0,166
CHM-2045L-038-L (87643),20,83.33,4,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2045L-911-L (87644),20,83.33,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
CHM-2045L-912-L (87645),20,83.33,3,12.50,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-905-L (87646),23,95.83,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2046L-907-L (87648),17,70.83,7,29.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2210L-027-L (87649),13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-028-L (87650),13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-029-L (87651),11,78.57,2,14.29,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-913-L (87652),12,85.71,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CHM-2211L-013-L (87656),12,85.71,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CHM-2211L-907-L (87657),11,78.57,3,21.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-908-L (87658),12,85.71,0,0.00,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CHM-2211L-909-L (87659),14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2045L-913-L (87682),20,83.33,3,12.50,0,0.00,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BCH-3053 -001-C (87851),62,32.46,54,28.27,47,24.61,11,5.76,2,1.05,0,0.00,0,0.00,0,0.00,15,7.85,0,0,191
BCH-3053 -002-C (87852),185,82.22,30,13.33,5,2.22,1,0.44,1,0.44,0,0.00,0,0.00,0,0.00,3,1.33,0,0,225
BCH-4033 -001-C (87889),73,65.77,35,31.53,2,1.80,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.90,0,0,111
BCH-3023L-001-L (88192),1,7.14,8,57.14,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,21.43,0,0,14
BCH-3023L-002-L (88194),6,37.50,6,37.50,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,12.50,0,0,16
BCH-3023L-003-L (88195),7,41.18,5,29.41,3,17.65,0,0.00,1,5.88,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
BCH-3023L-004-L (88196),6,37.50,5,31.25,3,18.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,12.50,0,0,16
BCH-3023L-005-L (88197),4,26.67,6,40.00,4,26.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.67,0,0,15
BCH-3023L-006-L (88198),4,23.53,7,41.18,5,29.41,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
CHM-2211L-004-L (88340),13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-005-L (88341),11,78.57,2,14.29,0,0.00,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-018-L (88342),13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-019-L (88343),14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-4060 -002-O (88430),45,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,45
CHM-4060 -003-O (88431),44,97.78,1,2.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,45
CHM-2211L-910-L (88540),12,85.71,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-911-L (88541),11,78.57,1,7.14,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-6235 -001-C (88835),11,64.71,2,11.76,4,23.53,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17
CHM-4230 -001-C (88836),5,27.78,5,27.78,7,38.89,0,0.00,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
CHM-3941 -001-C (88848),24,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-3941 -002-C (88849),21,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
CHM-4932 -007-D (89049),1,20.00,4,80.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
CHM-2045L-039-L (89168),14,58.33,5,20.83,2,8.33,2,8.33,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2045L-040-L (89169),8,33.33,10,41.67,3,12.50,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
CHM-2046L-016-L (89170),14,58.33,7,29.17,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
CHM-2046L-017-L (89171),20,86.96,2,8.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.35,0,0,23
CHM-2046L-018-L (89172),18,78.26,5,21.74,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
CHM-2210L-030-L (89173),13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-031-L (89174),13,92.86,0,0.00,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-032-L (89175),12,85.71,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CHM-2210L-033-L (89176),9,64.29,3,21.43,0,0.00,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-034-L (89177),13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2211L-014-L (89178),14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-4274 -001-C (89179),36,36.00,53,53.00,8,8.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,3.00,0,0,100
CHM-6279 -001-C (89180),10,66.67,5,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
CHM-3415C-001-C (89253),4,16.00,12,48.00,7,28.00,2,8.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
CHM-2045 -901-C (89310),79,50.32,46,29.30,22,14.01,5,3.18,0,0.00,1,0.64,0,0.00,0,0.00,4,2.55,0,0,157
CHS-2440L-006-L (89311),20,86.96,2,8.70,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
CHS-2440L-007-L (89312),13,54.17,7,29.17,3,12.50,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHS-2440L-008-L (89313),17,70.83,6,25.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-3941 -003-C (89561),26,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,26
CHM-3941 -004-C (89730),24,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-4130C-901-L (89862),4,33.33,5,41.67,2,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,8.33,0,0,12
CHM-6263 -001-C (90432),1,12.50,7,87.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
CHM-3120C-902-C (90738),2,11.11,10,55.56,5,27.78,0,0.00,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
BCH-3053 -003-C (90739),47,20.98,103,45.98,55,24.55,9,4.02,3,1.34,0,0.00,0,0.00,0,0.00,7,3.13,0,0,224
CHM-2210L-035-L (90837),14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-036-L (90838),13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-037-L (90839),11,78.57,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
CHM-2210L-038-L (90840),5,35.71,6,42.86,1,7.14,0,0.00,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-039-L (90841),9,64.29,2,14.29,0,0.00,1,7.14,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-2210L-040-L (90842),12,85.71,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
CHM-6978 -001-C (90950),36,97.30,1,2.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,37
CHM-2045L-041-L (90952),15,62.50,6,25.00,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2045L-042-L (90970),19,79.17,5,20.83,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CHM-2045L-043-L (90971),16,66.67,7,29.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
Total  CAS CHEMISTRY ,"5,178",54.74,"2,421",25.59,"1,015",10.73,252,2.66,157,1.66,11,0.12,93,0.98,0,0.00,293,3.10,40,0.42,"9,460"
 ,,,,,,,,,,,,,,,,,,,,,
            CAS ANTHROPOLOGY,,,,,,,,,,,,,,,,,,,,,
ANT-4034 -001-C (80025),20,90.91,1,4.55,0,0.00,0,0.00,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
ANT-2511 -002-O (80884),14,28.00,17,34.00,14,28.00,3,6.00,1,2.00,0,0.00,0,0.00,0,0.00,1,2.00,0,0,50
ANT-3610 -001-C (81127),43,74.14,6,10.34,1,1.72,0,0.00,4,6.90,2,3.45,0,0.00,0,0.00,2,3.45,0,0,58
ANT-2000 -001-C (81421),11,25.00,20,45.45,4,9.09,1,2.27,8,18.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0,44
ANT-2000 -003-C (81658),15,38.46,12,30.77,7,17.95,2,5.13,2,5.13,0,0.00,0,0.00,0,0.00,1,2.56,0,0,39
ANT-3101 -001-C (81661),14,46.67,10,33.33,3,10.00,0,0.00,3,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,30
ANT-2410 -003-C (81979),24,55.81,14,32.56,3,6.98,0,0.00,2,4.65,0,0.00,0,0.00,0,0.00,0,0.00,0,0,43
ANT-3101 -002-C (82111),9,30.00,11,36.67,5,16.67,2,6.67,2,6.67,0,0.00,0,0.00,0,0.00,1,3.33,0,0,30
ANT-4520C-001-C (82112),18,78.26,1,4.35,0,0.00,0,0.00,1,4.35,3,13.04,0,0.00,0,0.00,0,0.00,0,0,23
ANG-5486 -001-C (82335),7,46.67,4,26.67,3,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.67,0,0,15
ANT-2511L-001-L (82669),7,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
ANT-2511L-003-L (82670),8,57.14,2,14.29,0,0.00,3,21.43,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
ANT-2511L-004-L (82671),12,92.31,0,0.00,0,0.00,0,0.00,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
ANG-5937 -001-C (82867),6,85.71,0,0.00,0,0.00,0,0.00,0,0.00,1,14.29,0,0.00,0,0.00,0,0.00,0,0,7
ANG-6766 -001-D (83222),11,78.57,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,14.29,0,0,14
ANT-4930 -001-C (83224),9,56.25,5,31.25,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.25,0,0,16
ANT-4930 -002-C (83225),5,25.00,7,35.00,3,15.00,0,0.00,1,5.00,1,5.00,0,0.00,0,0.00,3,15.00,0,0,20
ANT-4930 -005-C (83236),8,61.54,2,15.38,2,15.38,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
ANT-2410 -004-C (83662),9,21.43,24,57.14,4,9.52,2,4.76,2,4.76,0,0.00,0,0.00,0,0.00,1,2.38,0,0,42
ANG-6469 -002-C (84064),10,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
ANT-4401 -003-C (84068),15,44.12,14,41.18,4,11.76,0,0.00,1,2.94,0,0.00,0,0.00,0,0.00,0,0.00,0,0,34
ANG-6705 -001-C (84069),11,91.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,8.33,0,0,12
ANT-4930 -008-C (84070),11,52.38,7,33.33,2,9.52,0,0.00,1,4.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
ANT-2511L-002-L (84108),12,85.71,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
ANT-4930 -003-C (85574),12,60.00,4,20.00,1,5.00,0,0.00,3,15.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
ANT-2410 -005-C (85858),27,62.79,5,11.63,2,4.65,0,0.00,8,18.60,0,0.00,0,0.00,0,0.00,1,2.33,0,0,43
ANT-2410 -006-C (85948),10,25.00,18,45.00,9,22.50,1,2.50,1,2.50,0,0.00,0,0.00,0,0.00,1,2.50,0,0,40
ANT-3101 -101-O (85973),29,28.71,34,33.66,18,17.82,5,4.95,15,14.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0,101
ANT-2410 -024-C (86030),26,63.41,6,14.63,2,4.88,0,0.00,2,4.88,2,4.88,0,0.00,0,0.00,3,7.32,0,0,41
ANT-3101 -005-C (86675),23,60.53,6,15.79,3,7.89,0,0.00,3,7.89,1,2.63,0,0.00,0,0.00,2,5.26,0,0,38
ANT-4401 -002-C (86711),26,74.29,5,14.29,2,5.71,0,0.00,2,5.71,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
ANT-2410 -102-O (87316),23,46.94,9,18.37,9,18.37,1,2.04,4,8.16,0,0.00,0,0.00,0,0.00,3,6.12,0,0,49
ANT-2410 -009-C (87424),12,28.57,16,38.10,11,26.19,1,2.38,0,0.00,1,2.38,0,0.00,0,0.00,1,2.38,0,0,42
ANG-5937 -003-C (87513),8,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
ANT-4930 -004-C (87515),24,96.00,0,0.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
ANG-6705 -002-C (87947),9,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
ANT-4403 -001-C (87954),11,64.71,4,23.53,0,0.00,0,0.00,1,5.88,1,5.88,0,0.00,0,0.00,0,0.00,0,0,17
ANT-4401 -001-C (88441),25,71.43,6,17.14,1,2.86,0,0.00,3,8.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
ANT-4516 -002-C (89827),11,45.83,3,12.50,1,4.17,2,8.33,4,16.67,1,4.17,0,0.00,0,0.00,2,8.33,0,0,24
ANT-2410 -012-C (90083),34,79.07,4,9.30,0,0.00,0,0.00,4,9.30,0,0.00,0,0.00,0,0.00,1,2.33,0,0,43
ANT-4701 -001-C (90528),20,76.92,3,11.54,1,3.85,0,0.00,1,3.85,1,3.85,0,0.00,0,0.00,0,0.00,0,0,26
ANT-4401 -006-C (90536),19,54.29,10,28.57,1,2.86,0,0.00,5,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
ANT-2410 -014-C (90984),14,34.15,16,39.02,3,7.32,1,2.44,4,9.76,2,4.88,0,0.00,0,0.00,1,2.44,0,0,41
ANT-2410 -015-C (91327),36,83.72,4,9.30,2,4.65,0,0.00,1,2.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,43
ANT-2410 -018-C (91330),18,42.86,9,21.43,2,4.76,6,14.29,5,11.90,0,0.00,0,0.00,0,0.00,2,4.76,0,0,42
ANT-2410 -019-C (91331),22,51.16,13,30.23,4,9.30,0,0.00,2,4.65,1,2.33,0,0.00,0,0.00,1,2.33,0,0,43
ANT-2410 -020-C (91332),21,48.84,8,18.60,4,9.30,3,6.98,6,13.95,0,0.00,0,0.00,0,0.00,1,2.33,0,0,43
ANT-2410 -021-C (91333),25,71.43,7,20.00,2,5.71,0,0.00,1,2.86,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
ANT-4525 -002-C (91378),10,47.62,8,38.10,0,0.00,0,0.00,0,0.00,2,9.52,0,0.00,0,0.00,1,4.76,0,0,21
ANT-3101 -004-C (91384),15,39.47,10,26.32,2,5.26,2,5.26,3,7.89,0,0.00,0,0.00,0,0.00,6,15.79,0,0,38
ANT-3101 -006-C (91392),18,50.00,8,22.22,6,16.67,1,2.78,3,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,36
ANG-6533 -001-C (91830),7,77.78,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,22.22,0,0,9
ANT-2410 -101-O (92505),28,56.00,12,24.00,4,8.00,1,2.00,2,4.00,2,4.00,0,0.00,0,0.00,1,2.00,0,0,50
ANG-6110 -001-C (92506),5,83.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
ANT-4468 -001-C (94013),18,72.00,4,16.00,2,8.00,0,0.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
ANT-2410 -103-O (95407),13,26.53,18,36.73,11,22.45,2,4.08,2,4.08,0,0.00,0,0.00,0,0.00,3,6.12,0,0,49
ANT-4536 -001-C (95411),4,36.36,5,45.45,0,0.00,1,9.09,1,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
Total  CAS ANTHROPOLOGY ,912,53.21,415,24.21,160,9.33,41,2.39,118,6.88,21,1.23,0,0.00,0,0.00,47,2.74,0,0.00,"1,714"
 ,,,,,,,,,,,,,,,,,,,,,
"            CAS CELL BIOLOGY, MICROBIOLOGY AND MOLECULAR BIOLOGY",,,,,,,,,,,,,,,,,,,,,
BSC-2010L-907-L (90311),6,25.00,8,33.33,6,25.00,0,0.00,3,12.50,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-4933 -061-C (90315),9,81.82,1,9.09,1,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
BSC-2086L-004-O (90346),10,43.48,11,47.83,2,8.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
PCB-3023L-031-L (90511),9,64.29,4,28.57,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
PCB-3063L-031-L (90513),9,64.29,4,28.57,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
BSC-2010 -799-O (90755),38,38.00,47,47.00,13,13.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,2.00,0,0,100
PCB-3023 -004-C (91457),8,50.00,4,25.00,2,12.50,0,0.00,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
BSC-2010 -008-C (91589),26,30.59,31,36.47,18,21.18,5,5.88,3,3.53,0,0.00,0,0.00,0,0.00,2,2.35,0,0,85
PCB-6231 -001-C (92032),6,66.67,3,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
MCB-4503 -001-C (92698),13,26.00,24,48.00,12,24.00,1,2.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,50
PCB-4026 -002-C (92700),7,31.82,8,36.36,6,27.27,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
PCB-4026 -003-C (92701),6,30.00,6,30.00,3,15.00,2,10.00,2,10.00,0,0.00,0,0.00,0,0.00,1,5.00,0,0,20
BSC-2010L-006-L (92880),12,52.17,8,34.78,2,8.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.35,0,0,23
BSC-4933 -062-C (94395),14,25.45,20,36.36,15,27.27,1,1.82,2,3.64,0,0.00,0,0.00,0,0.00,3,5.45,0,0,55
BSC-4933 -083-O (94396),12,52.17,9,39.13,2,8.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
BSC-4933 -081-O (94397),12,70.59,3,17.65,1,5.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
BSC-4933 -082-O (94398),11,84.62,2,15.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
BSC-6393 -003-D (94599),11,91.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,8.33,0,0.00,0,0.00,0,0,12
PCB-3023 -005-C (94665),22,30.99,17,23.94,17,23.94,7,9.86,5,7.04,0,0.00,0,0.00,0,0.00,3,4.23,0,0,71
