course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
EIN-5182 -901-C (82595),82595,Reeves,Kingsley,18,47.37,15,39.47,3,7.89,1,2.63,1,2.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0,38
EIN-6183 -001-C (82596),82596,Anzalone,Patricia,25,80.65,6,19.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,31
EIN-6108 -901-C (82597),82597,Lovins,Sandra,33,80.49,8,19.51,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,41
EIN-5182 -701-C (82768),82768,Reeves,Kingsley,10,66.67,3,20.00,2,13.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
ESI-4312 -701-C (82769),82769,Kwon,Changhyun,7,43.75,6,37.50,1,6.25,0,0.00,1,6.25,1,6.25,0,0.00,0,0.00,0,0.00,0,0,16
EIN-6183 -701-C (82771),82771,Anzalone,Patricia,27,93.10,2,6.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,29
ESI-4244 -701-C (82787),82787,Das,Tapas,9,52.94,6,35.29,1,5.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
ESI-6247 -701-C (82788),82788,Das,Tapas,0,0.00,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EIN-4621 -701-C (82874),82874,Lai-Yuen,Susana,1,20.00,3,60.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
ESI-4523 -701-C (83491),83491,Yalcin,Ali,2,20.00,0,0.00,7,70.00,0,0.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EIN-4933 -001-C (83574),83574,Anzalone,Patricia,16,35.56,17,37.78,9,20.00,3,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,45
ESI-6324 -001-C (84276),84276,Charkhgard,Hadi,64,92.75,5,7.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,69
ESI-6213 -001-C (85607),85607,Savachkin,Aliaksei,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EIN-4621 -003-C (85753),85753,Lai-Yuen,Susana,5,31.25,6,37.50,3,18.75,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
ESI-6324 -701-C (86022),86022,Charkhgard,Hadi,7,77.78,2,22.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EGN-4450 -701-C (86420),86420,Yalcin,Ali,6,20.00,15,50.00,9,30.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,30
ESI-4606 -001-C (87255),87255,Li,Mingyang,43,79.63,8,14.81,1,1.85,1,1.85,0,0.00,0,0.00,0,0.00,0,0.00,1,1.85,0,0,54
ESI-4606 -701-C (87256),87256,Li,Mingyang,12,85.71,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
EIN-5201 -901-C (87961),87961,Chilton,Jamie,15,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
EIN-5201 -701-C (87962),87962,Chilton,Jamie,13,92.86,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
EIN-6934 -001-C (87963),87963,Silva Sotillo,Walter,22,75.86,5,17.24,1,3.45,0,0.00,1,3.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0,29
EGN-3615 -701-O (88063),88063,Weng,Michael,6,20.00,4,13.33,8,26.67,7,23.33,3,10.00,0,0.00,0,0.00,0,0.00,2,6.67,0,0,30
EGN-3443 -701-O (88064),88064,Silva Sotillo,Walter,1,1.89,15,28.30,12,22.64,10,18.87,8,15.09,0,0.00,0,0.00,0,0.00,7,13.21,0,0,53
EGS-3720 -002-C (88067),88067,Chilton,Jamie,28,63.64,7,15.91,5,11.36,2,4.55,2,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0,44
EGS-3720 -002I-C (88067),88067,Chilton,Jamie,18,60.00,7,23.33,0,0.00,4,13.33,1,3.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,30
EIN-4933 -701-O (88183),88183,Anzalone,Patricia,5,27.78,8,44.44,4,22.22,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
ESI-4326 -701-C (88261),88261,Charkhgard,Hadi,5,55.56,4,44.44,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EIN-4180 -901-C (88271),88271,Reeves,Kingsley,2,20.00,4,40.00,2,20.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00,0,0,10
EIN-4180 -701-C (88272),88272,Reeves,Kingsley,5,50.00,4,40.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EGS-3720 -702-O (88756),88756,Chilton,Jamie,14,56.00,5,20.00,2,8.00,1,4.00,2,8.00,0,0.00,0,0.00,0,0.00,1,4.00,0,0,25
ESI-6448 -001-C (89974),89974,Charkhgard,Hadi,7,63.64,4,36.36,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
EIN-4621 -002-C (90163),90163,Lai-Yuen,Susana,1,6.67,6,40.00,2,13.33,3,20.00,3,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
EIN-4621 -702-C (90223),90223,Lai-Yuen,Susana,1,20.00,0,0.00,4,80.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
ESI-4007 -001-C (90456),90456,Savachkin,Aliaksei,18,41.86,7,16.28,9,20.93,2,4.65,4,9.30,0,0.00,0,0.00,0,0.00,3,6.98,0,0,43
ESI-4007 -701-O (90518),90518,Savachkin,Aliaksei,6,40.00,6,40.00,2,13.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.67,0,0,15
EGN-3443 -003-C (91163),91163,Reeves,Kingsley,33,33.00,43,43.00,15,15.00,2,2.00,5,5.00,0,0.00,0,0.00,0,0.00,2,2.00,0,0,100
EGN-3443 -703-O (91164),91164,Reeves,Kingsley,8,13.33,24,40.00,15,25.00,3,5.00,6,10.00,0,0.00,0,0.00,0,0.00,4,6.67,0,0,60
EGN-3615 -001-C (91165),91165,Weng,Michael,27,23.08,32,27.35,39,33.33,12,10.26,3,2.56,0,0.00,0,0.00,0,0.00,4,3.42,0,0,117
EIN-4890 -901-C (91166),91166,Baez Toro,Eduardo,9,14.06,51,79.69,4,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,64
EGN-3443 -002-C (91955),91955,Li,Mingyang,61,78.21,16,20.51,0,0.00,0,0.00,1,1.28,0,0.00,0,0.00,0,0.00,0,0.00,0,0,78
EGN-3615 -002-C (91956),91956,Weng,Michael,36,30.00,29,24.17,24,20.00,15,12.50,9,7.50,0,0.00,0,0.00,0,0.00,7,5.83,0,0,120
EGN-3615 -702-O (92213),92213,Weng,Michael,6,20.69,4,13.79,5,17.24,4,13.79,5,17.24,0,0.00,0,0.00,0,0.00,5,17.24,0,0,29
EGN-3000L-004-L (92354),92354,Silva Sotillo,Walter,73,78.49,12,12.90,5,5.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,3.23,0,0,93
EGN-3000L-004I-L (92354),92354,Silva Sotillo,Walter,3,50.00,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EGN-3615 -703-O (95386),95386,Baez Toro,Eduardo,9,31.03,9,31.03,6,20.69,1,3.45,2,6.90,0,0.00,0,0.00,0,0.00,2,6.90,0,0,29
EIN-4940 -001-I (96284),96284,Reeves,Kingsley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,33.33,6,66.67,0,0.00,0,0.00,0,0,9
ESI-6683 -001-C (96332),96332,Shah,Ankit,6,50.00,4,33.33,2,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EGN-3343 -002-C (80693),80693,Yucelen,Gulfem,37,19.89,47,25.27,53,28.49,25,13.44,18,9.68,1,0.54,0,0.00,0,0.00,5,2.69,0,0,186
EGN-3365 -001-C (80695),80695,Wang,Cai Mike,25,33.33,25,33.33,12,16.00,2,2.67,0,0.00,7,9.33,0,0.00,0,0.00,4,5.33,0,0,75
EML-3303 -001-L (80708),80708,Goni Rodrigo,Miguel,8,61.54,5,38.46,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
EML-3303 -002-L (80709),80709,Goni Rodrigo,Miguel,19,70.37,8,29.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,27
EML-4302 -001-L (80711),80711,Sargolzaei,Arman,13,52.00,11,44.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
EML-4501 -001-C (80713),80713,Diaz Elsayed,Nancy,25,50.00,19,38.00,6,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,50
EML-4551 -001-C (80714),80714,Wilkinson,Stuart,14,73.68,5,26.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
EML-4551 -002-C (80715),80715,Wilkinson,Stuart,12,60.00,8,40.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EML-4106C-001-C (81130),81130,Pyrtle,Frank,17,25.76,21,31.82,22,33.33,4,6.06,1,1.52,0,0.00,0,0.00,0,0.00,1,1.52,0,0,66
EML-3701 -001-C (81432),81432,Guldiken,Rasim,26,25.49,38,37.25,32,31.37,1,0.98,5,4.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0,102
EML-3262 -001-C (81699),81699,Lusk,Craig,59,58.42,31,30.69,9,8.91,1,0.99,1,0.99,0,0.00,0,0.00,0,0.00,0,0.00,0,0,101
EGN-3365 -002-C (81700),81700,Volinsky,Alexei,41,48.81,30,35.71,9,10.71,0,0.00,3,3.57,0,0.00,0,0.00,0,0.00,1,1.19,0,0,84
EML-4325 -001-C (82180),82180,Wilkinson,Stuart,18,28.57,26,41.27,16,25.40,0,0.00,2,3.17,0,0.00,0,0.00,0,0.00,1,1.59,0,0,63
EML-6930 -015-O (83309),83309,Gallant,Nathan,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
EML-4220 -001-C (83310),83310,Hess,Daniel,17,20.99,28,34.57,24,29.63,5,6.17,3,3.70,1,1.23,0,0.00,0,0.00,3,3.70,0,0,81
EML-6930 -002-C (83311),83311,Yucelen,Tansel,4,50.00,1,12.50,1,12.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,0,0,8
EML-4302 -003-L (83540),83540,Sargolzaei,Arman,7,28.00,18,72.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
EML-3303 -003-L (83541),83541,Goni Rodrigo,Miguel,25,92.59,1,3.70,1,3.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,27
EML-4551 -003-C (83542),83542,Wilkinson,Stuart,4,20.00,15,75.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EML-4551 -004-C (83571),83571,Wilkinson,Stuart,2,11.11,15,83.33,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EML-4312 -001-C (84073),84073,Hess,Daniel,20,21.28,27,28.72,32,34.04,6,6.38,4,4.26,3,3.19,0,0.00,0,0.00,2,2.13,0,0,94
EML-4930 -001-C (84127),84127,Yucelen,Gulfem,21,42.00,23,46.00,5,10.00,0,0.00,1,2.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,50
EML-4123 -001-C (84839),84839,Pyrtle,Frank,12,17.91,24,35.82,20,29.85,10,14.93,0,0.00,1,1.49,0,0.00,0,0.00,0,0.00,0,0,67
EML-3022 -902-C (86088),86088,Mujumdar,Ajit,83,57.64,23,15.97,11,7.64,3,2.08,11,7.64,0,0.00,0,0.00,1,0.69,12,8.33,0,0,144
EGN-3000L-005-L (86559),86559,Baksh,Nicholas,83,89.25,5,5.38,2,2.15,1,1.08,2,2.15,0,0.00,0,0.00,0,0.00,0,0.00,0,0,93
EGN-3000L-005I-L (86559),86559,Baksh,Nicholas,5,71.43,2,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EML-3500 -002-C (87239),87239,Gallant,Nathan,17,17.53,20,20.62,30,30.93,14,14.43,10,10.31,0,0.00,0,0.00,0,0.00,6,6.19,0,0,97
EML-4450 -001-C (87240),87240,Wilkinson,Stuart,11,39.29,17,60.71,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,28
EML-6290 -901-C (87374),87374,Kumar,Ashok,11,39.29,15,53.57,1,3.57,0,0.00,0,0.00,1,3.57,0,0.00,0,0.00,0,0.00,0,0,28
EML-3041 -001-C (88124),88124,Kaw,Autar,36,58.06,15,24.19,10,16.13,1,1.61,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,62
EML-4930 -801-O (88247),88247,Krisa,Thomas,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,100.00,0,0.00,0,0.00,0,0,8
EML-4930 -802-O (88248),88248,Krisa,Thomas,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,100.00,0,0.00,0,0.00,0,0,10
EML-6594 -001-C (88754),88754,Reed,Kyle,5,55.56,2,22.22,2,22.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EML-4930 -004-C (89546),89546,Alqasemi,Redwan,11,84.62,1,7.69,0,0.00,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
EML-4302 -004-L (90219),90219,Sargolzaei,Arman,8,33.33,13,54.17,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
EMA-6510 -901-C (90221),90221,Kumar,Ashok,9,42.86,7,33.33,3,14.29,0,0.00,2,9.52,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
EML-4601 -001-C (90433),90433,Pyrtle,Frank,2,13.33,6,40.00,4,26.67,1,6.67,1,6.67,0,0.00,0,0.00,0,0.00,1,6.67,0,0,15
EML-6801 -001-C (90865),90865,Alqasemi,Redwan,12,66.67,4,22.22,2,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EML-4930 -003-C (91541),91541,Mujumdar,Ajit,21,58.33,11,30.56,4,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,36
EML-6069 -901-C (91542),91542,Mao,Wenbin,19,55.88,9,26.47,2,5.88,2,5.88,0,0.00,2,5.88,0,0.00,0,0.00,0,0.00,0,0,34
EML-6105 -001-C (91806),91806,Yucelen,Gulfem,8,32.00,6,24.00,6,24.00,3,12.00,1,4.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0,25
EML-4536 -001-C (91882),91882,Mujumdar,Ajit,11,40.74,12,44.44,4,14.81,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,27
EML-6653 -001-C (92029),92029,Volinsky,Alexei,20,86.96,3,13.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
EGN-3000L-002-L (92352),92352,Goni Rodrigo,Miguel,81,86.17,10,10.64,2,2.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,1.06,0,0,94
EGN-3000L-002I-L (92352),92352,Goni Rodrigo,Miguel,5,71.43,1,14.29,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EGN-4930 -803-O (94292),94292,Pitts,Arias,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,75,98.68,0,0.00,1,1.32,0,0,76
EML-6713 -001-C (94568),94568,Murphy,David,9,45.00,7,35.00,1,5.00,2,10.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0,20
EML-3035 -901-C (95392),95392,Goni Rodrigo,Miguel,27,45.00,19,31.67,9,15.00,1,1.67,2,3.33,0,0.00,0,0.00,0,0.00,2,3.33,0,0,60
EML-3035 -902-C (95393),95393,Goni Rodrigo,Miguel,12,27.27,12,27.27,14,31.82,0,0.00,4,9.09,0,0.00,0,0.00,0,0.00,2,4.55,0,0,44
BME-4440 -001-C (95394),95394,Carey,Stephanie,7,25.93,13,48.15,5,18.52,1,3.70,0,0.00,0,0.00,0,0.00,0,0.00,1,3.70,0,0,27
BME-4440 -002-C (95399),95399,Carey,Stephanie,5,55.56,4,44.44,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
IDS-3947 -009-I (95908),95908,Mujumdar,Ajit,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.67,14,93.33,0,0.00,0,0.00,0,0,15
EML-4550 -001-C (96113),96113,Lusk,Craig,73,78.49,18,19.35,2,2.15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,93
BME-6000 -001-C (82196),82196,Jaroszeski,Mark,11,44.00,11,44.00,3,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
BME-6931 -003-C (87423),87423,Heller,Loree,14,63.64,6,27.27,0,0.00,1,4.55,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
BME-4100 -001-C (87470),87470,Frisina,Robert,17,31.48,31,57.41,4,7.41,0,0.00,2,3.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0,54
BME-6931 -004-C (87471),87471,Jiang,Huabei,2,33.33,2,33.33,1,16.67,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
BME-3053 -001-C (91508),91508,Zekri,Souheil,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
BME-4508 -001-C (91550),91550,Passaglia,Christopher,3,8.57,12,34.29,10,28.57,5,14.29,3,8.57,2,5.71,0,0.00,0,0.00,0,0.00,0,0,35
BME-4503 -001-C (91809),91809,Kim,Albert,11,34.38,16,50.00,4,12.50,0,0.00,0,0.00,0,0.00,0,0.00,1,3.13,0,0.00,0,0,32
EGN-3000L-006-L (92604),92604,Akintewe,Olukemi,91,91.00,4,4.00,3,3.00,1,1.00,0,0.00,0,0.00,0,0.00,0,0.00,1,1.00,0,0,100
BME-4057C-001-C (92654),92654,Akintewe,Olukemi,10,71.43,4,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
BME-4882 -001-C (92722),92722,Zekri,Souheil,8,66.67,4,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
BME-4057C-002-L (94240),94240,Akintewe,Olukemi,10,71.43,3,21.43,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
BME-4882 -002-C (94241),94241,Zekri,Souheil,14,87.50,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
BME-6931 -701-O (95398),95398,Reddig,Kathryn,8,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
