course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
EGN-4930 -022-C (86391),86391,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,76.19,3,14.29,2,9.52,0,0,21
EGN-4930 -016-C (86407),86407,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,94.44,0,0.00,1,5.56,0,0,18
EGN-4930 -030-C (86562),86562,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,78.57,1,7.14,2,14.29,0,0,14
EGN-4930 -011-C (86563),86563,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,78.57,1,7.14,2,14.29,0,0,14
EGN-4930 -019-C (86564),86564,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,15,88.24,1,5.88,1,5.88,0,0,17
EGN-4930 -027-C (87242),87242,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,94.74,1,5.26,0,0.00,0,0,19
EGN-3000 -801-O (87512),87512,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,60,18.58,0,0.00,259,80.19,0,0.00,4,1.24,0,0,323
EGN-4930 -017-C (87622),87622,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,70.00,3,15.00,3,15.00,0,0,20
EGN-4930 -026-C (88450),88450,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,76.00,3,12.00,3,12.00,0,0,25
EGN-4930 -021-C (88451),88451,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,89.47,0,0.00,2,10.53,0,0,19
EGN-4905 -001-Z (89683),89683,Aina,Modupe,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,31,93.94,2,6.06,0,0.00,0,0,33
EGN-4905 -002-Z (89684),89684,Aina,Modupe,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,22,88.00,3,12.00,0,0.00,0,0,25
EGN-3000 -001-C (89778),89778,Sinclair,Maile,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,381,83.19,66,14.41,11,2.40,0,0,458
EGN-4930 -018-O (89789),89789,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,71.43,3,21.43,1,7.14,0,0,14
EGN-4930 -012-O (89790),89790,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,84.62,1,7.69,1,7.69,0,0,13
EGN-4930 -025-O (89791),89791,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,72.22,4,22.22,1,5.56,0,0,18
EGN-4930 -023-O (89792),89792,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,77.78,1,5.56,3,16.67,0,0,18
EGN-4930 -005-O (89793),89793,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,73.68,3,15.79,2,10.53,0,0,19
EGN-5940 -001-I (89855),89855,Fernandez,Eva,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,27,93.10,2,6.90,0,0.00,0,0,29
EGN-4930 -003-O (90833),90833,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,81.25,3,18.75,0,0.00,0,0,16
EGN-4930 -001-O (90834),90834,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,93.33,1,6.67,0,0.00,0,0,15
EGN-4930 -020-O (90835),90835,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,85.71,0,0.00,2,14.29,0,0,14
EGN-4930 -028-O (90836),90836,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,100.00,0,0.00,0,0.00,0,0,12
EGN-4930 -029-O (91012),91012,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,100.00,0,0.00,0,0.00,0,0,11
EGN-4930 -002-O (91929),91929,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,100.00,0,0.00,0,0.00,0,0,14
EGN-4930 -006-O (91930),91930,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,85.71,0,0.00,2,14.29,0,0,14
EGN-4930 -004-O (91931),91931,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,81.25,3,18.75,0,0.00,0,0,16
EGN-4930 -014-O (91932),91932,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,78.57,0,0.00,3,21.43,0,0,14
EGN-4930 -008-O (91933),91933,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,92.86,1,7.14,0,0.00,0,0,14
EGN-4930 -031-O (92217),92217,Bishop,Robert,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,23,100.00,0,0.00,0,0.00,0,0,23
EGN-3000 -701-O (94801),94801,Aina,Modupe,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,139,94.56,4,2.72,4,2.72,0,0,147
EGN-3000 -003-C (95150),95150,Sinclair,Maile,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,237,84.95,41,14.70,1,0.36,0,0,279
EGN-4905 -003-Z (95211),95211,Aina,Modupe,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,23,88.46,3,11.54,0,0.00,0,0,26
EGN-4930 -032-C (96047),96047,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,80.00,2,10.00,2,10.00,0,0,20
EGN-4930 -033-O (96116),96116,Bishop,Robert,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,27,96.43,0,0.00,1,3.57,0,0,28
EGN-4930 -034-C (96249),96249,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,71.43,4,28.57,0,0.00,0,0,14
EGN-4930 -035-C (96290),96290,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,81.82,0,0.00,2,18.18,0,0,11
EGN-4930 -036-C (96330),96330,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,76.19,4,19.05,1,4.76,0,0,21
EGN-3375 -001-C (80696),80696,Mittal,Ratik,27,75.00,8,22.22,1,2.78,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,36
EEL-3100 -001-C (80700),80700,Moreno,Wilfrido,1,16.67,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,33.33,0,0,6
EEL-4512C-001-C (80701),80701,Naeini,Mia,11,37.93,10,34.48,4,13.79,1,3.45,1,3.45,0,0.00,0,0.00,0,0.00,2,6.90,0,0,29
EEL-4657 -001-C (80702),80702,Moreno,Wilfrido,9,33.33,6,22.22,4,14.81,3,11.11,1,3.70,2,7.41,0,0.00,0,0.00,2,7.41,0,0,27
EEL-4744 -001-C (80704),80704,Castellanos Mier,Alexandro,15,53.57,12,42.86,1,3.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,28
EEL-4906 -001-C (81010),81010,Haque,Jamal,50,83.33,9,15.00,1,1.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,60
EEL-6971 -014-T (81168),81168,Saddow,Stephen,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100,5
EEL-5250 -001-C (81191),81191,Fan,Lingling,5,41.67,4,33.33,2,16.67,0,0.00,1,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EGN-3420 -001-C (81360),81360,Ghani,Nasir,26,44.07,26,44.07,4,6.78,0,0.00,1,1.69,0,0.00,0,0.00,0,0.00,2,3.39,0,0,59
EEL-4914 -001-Z (81501),81501,Castellanos Mier,Alexandro,27,75.00,9,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,36
EEL-4102 -001-C (81619),81619,Jeong,Chung Seop,18,43.90,19,46.34,4,9.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,41
EEL-4657L-901-L (81990),81990,Moreno,Wilfrido,4,33.33,7,58.33,1,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EEL-4657L-001-L (81992),81992,Moreno,Wilfrido,12,80.00,2,13.33,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
EGN-3373 -006-C (82006),82006,Ferekides,Christos,18,38.30,14,29.79,7,14.89,5,10.64,2,4.26,0,0.00,0,0.00,0,0.00,1,2.13,0,0,47
EGN-3374 -001-C (82183),82183,Stefanakos,Elias,20,32.79,31,50.82,9,14.75,1,1.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,61
EEL-4756 -001-C (82868),82868,Sankar,Ravi,3,37.50,3,37.50,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEE-3394 -001-C (83303),83303,Otten,Alex,25,29.41,37,43.53,14,16.47,1,1.18,7,8.24,0,0.00,0,0.00,0,0.00,1,1.18,0,0,85
EEL-3116L-901-L (83474),83474,Parthasarathy,Ashwin Bharadwaj,0,0.00,2,28.57,4,57.14,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEE-6358 -001-C (83478),83478,Takshi,Arash,14,70.00,1,5.00,0,0.00,0,0.00,4,20.00,0,0.00,0,0.00,0,0.00,1,5.00,0,0,20
EEE-3302 -001-C (83483),83483,Takshi,Arash,22,40.00,16,29.09,4,7.27,7,12.73,5,9.09,1,1.82,0,0.00,0,0.00,0,0.00,0,0,55
EEE-4351C-001-C (83484),83484,Saddow,Stephen,12,60.00,8,40.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEE-5356 -001-C (83485),83485,Hoff,Andrew,3,37.50,4,50.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-6935 -001-C (83495),83495,Jeong,Chung Seop,19,76.00,5,20.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
EEL-6935 -702-O (83545),83545,Miao,Zhixin,11,61.11,5,27.78,2,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EEL-6935 -003-C (83546),83546,Fawcett,Timothy,27,27.55,24,24.49,31,31.63,10,10.20,5,5.10,0,0.00,0,0.00,0,0.00,1,1.02,0,0,98
EEL-6935 -005-C (83559),83559,Chen,Kwang-Cheng,3,25.00,7,58.33,1,8.33,1,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EEL-3115L-001-L (83810),83810,Ferekides,Christos,1,5.26,7,36.84,8,42.11,0,0.00,1,5.26,0,0.00,0,0.00,0,0.00,2,10.53,0,0,19
EEL-3115L-003-L (83811),83811,Ferekides,Christos,3,15.00,8,40.00,8,40.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEE-5356 -004-C (83868),83868,Hoff,Andrew,1,16.67,4,66.67,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEE-5356 -005-C (83869),83869,Hoff,Andrew,2,33.33,1,16.67,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-6936 -001-C (83872),83872,Hoff,Andrew,4,57.14,3,42.86,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEL-7910 -017-Z (83929),83929,Mumcu,Gokhan,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
EEL-7910 -008-Z (83937),83937,Wang,Jing,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
EEL-6936 -004-C (83974),83974,Ferekides,Christos,45,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,45
EEL-7910 -023-Z (84509),84509,Takshi,Arash,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,83.33,0,0.00,1,16.67,0,0,6
EEL-6426 -001-C (84512),84512,Dunleavy,Lawrence,0,0.00,5,62.50,2,25.00,0,0.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-6426 -701-O (84513),84513,Dunleavy,Lawrence,1,9.09,7,63.64,0,0.00,0,0.00,2,18.18,1,9.09,0,0.00,0,0.00,0,0.00,0,0,11
EEL-2161 -001-C (84737),84737,Jeong,Chung Seop,4,14.29,4,14.29,5,17.86,3,10.71,9,32.14,1,3.57,0,0.00,0,0.00,2,7.14,0,0,28
EEL-2161 -002-C (84793),84793,Jeong,Chung Seop,13,33.33,8,20.51,7,17.95,2,5.13,6,15.38,0,0.00,0,0.00,0,0.00,3,7.69,0,0,39
EEL-3116L-001-L (85970),85970,Parthasarathy,Ashwin Bharadwaj,5,45.45,4,36.36,0,0.00,2,18.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
EEL-7910 -024-Z (86096),86096,Miao,Zhixin,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,80.00,1,20.00,0,0.00,0,0,5
EEL-4937 -801-O (88249),88249,Krisa,Thomas,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
EEL-6227 -001-C (88497),88497,Miao,Zhixin,6,46.15,5,38.46,1,7.69,0,0.00,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
EGN-3373 -002-C (89134),89134,Ferekides,Christos,16,41.03,8,20.51,9,23.08,2,5.13,4,10.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0,39
EGN-3373 -003-C (89135),89135,Ferekides,Christos,15,34.09,13,29.55,9,20.45,4,9.09,3,6.82,0,0.00,0,0.00,0,0.00,0,0.00,0,0,44
EGN-3373 -004-C (89136),89136,Ferekides,Christos,10,40.00,6,24.00,5,20.00,1,4.00,1,4.00,0,0.00,0,0.00,0,0.00,2,8.00,0,0,25
EGN-3373 -005-C (89137),89137,Ferekides,Christos,17,36.17,13,27.66,11,23.40,4,8.51,1,2.13,0,0.00,0,0.00,0,0.00,1,2.13,0,0,47
EGN-3373 -001-C (89138),89138,Ferekides,Christos,12,25.53,13,27.66,14,29.79,3,6.38,3,6.38,0,0.00,0,0.00,0,0.00,2,4.26,0,0,47
EEL-6728 -001-C (89357),89357,Galvis,Jorge,9,42.86,10,47.62,2,9.52,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
EEL-3115L-002-L (89854),89854,Ferekides,Christos,0,0.00,13,65.00,6,30.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEE-6502 -798-O (90050),90050,Sankar,Ravi,1,11.11,5,55.56,1,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,22.22,0,0,9
EEL-4743L-003-L (90168),90168,Moreno,Wilfrido,4,28.57,5,35.71,2,14.29,3,21.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
EEE-4274 -001-C (90614),90614,Wang,Jing,12,63.16,2,10.53,4,21.05,1,5.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
EEL-7910 -027-Z (90692),90692,Yilmaz,Yasin,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
EEL-4423C-001-C (90783),90783,Wang,Jing,2,33.33,2,33.33,2,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4423C-002-C (90784),90784,Wang,Jing,3,33.33,5,55.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,11.11,0,0,9
EEL-4423C-004-C (90787),90787,Wang,Jing,0,0.00,4,44.44,3,33.33,0,0.00,1,11.11,0,0.00,0,0.00,0,0.00,1,11.11,0,0,9
EEL-3472C-001-C (90797),90797,Mumcu,Gokhan,3,18.75,5,31.25,6,37.50,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
EEL-3472C-002-C (90798),90798,Mumcu,Gokhan,2,12.50,6,37.50,3,18.75,2,12.50,2,12.50,0,0.00,0,0.00,0,0.00,1,6.25,0,0,16
EEL-3472C-003-C (90800),90800,Mumcu,Gokhan,3,18.75,6,37.50,5,31.25,1,6.25,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
EEL-4251 -001-C (90808),90808,Fan,Lingling,5,26.32,7,36.84,2,10.53,2,10.53,2,10.53,1,5.26,0,0.00,0,0.00,0,0.00,0,0,19
EEL-3705 -001-C (90866),90866,Castellanos Mier,Alexandro,33,44.00,26,34.67,7,9.33,0,0.00,3,4.00,0,0.00,0,0.00,0,0.00,6,8.00,0,0,75
EEL-4271 -001-C (90929),90929,Miao,Zhixin,19,86.36,3,13.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EEL-3705L-001-L (90946),90946,Bhanja,Sanjukta,19,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
EEL-3705L-002-L (90947),90947,Bhanja,Sanjukta,10,50.00,4,20.00,2,10.00,0,0.00,2,10.00,0,0.00,0,0.00,0,0.00,2,10.00,0,0,20
EEL-3705L-003-L (90948),90948,Bhanja,Sanjukta,15,75.00,2,10.00,3,15.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEE-4260C-001-C (90959),90959,Hoff,Andrew,9,75.00,2,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,8.33,0,0,12
EEL-4420 -001-C (91744),91744,Dunleavy,Lawrence,6,30.00,10,50.00,3,15.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.00,0,0,20
EEL-4206L-001-L (91799),91799,Fan,Lingling,7,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEL-4206L-003-L (91801),91801,Fan,Lingling,6,75.00,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-4206L-004-L (91802),91802,Fan,Lingling,7,87.50,0,0.00,0,0.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-4206L-005-L (91803),91803,Fan,Lingling,5,71.43,2,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEE-6276 -002-C (92031),92031,Wang,Jing,18,62.07,8,27.59,3,10.34,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,29
EEE-6542 -001-O (92350),92350,Uysal,Ismail,28,50.91,13,23.64,8,14.55,4,7.27,2,3.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0,55
EEL-4224 -001-C (92356),92356,Miao,Zhixin,12,48.00,12,48.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
EGS-2070 -001-C (92981),92981,Howell,Joel,31,83.78,5,13.51,1,2.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,37
EGS-3071 -001-C (92982),92982,Howell,Joel,48,85.71,6,10.71,1,1.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,1.79,0,0,56
EGS-3072 -001-C (92993),92993,Howell,Joel,46,95.83,2,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,48
EEL-6935 -010-C (94138),94138,Castellanos Mier,Alexandro,0,0.00,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-4935 -018-C (94330),94330,Castellanos Mier,Alexandro,9,30.00,13,43.33,7,23.33,1,3.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,30
EEL-6787 -701-C (94334),94334,Ghani,Nasir,9,64.29,5,35.71,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
EEL-6787 -702-C (94335),94335,Ghani,Nasir,13,76.47,2,11.76,1,5.88,0,0.00,1,5.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17
EEL-3163C-001-L (94340),94340,Jeong,Chung Seop,25,60.98,12,29.27,1,2.44,0,0.00,2,4.88,0,0.00,0,0.00,0,0.00,1,2.44,0,0,41
EEL-4835 -001-C (94354),94354,Lu,Zhuo,21,95.45,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EEL-6787 -300-O (94383),94383,Ghani,Nasir,14,58.33,10,41.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
EEL-6787 -301-O (94384),94384,Ghani,Nasir,6,33.33,9,50.00,2,11.11,0,0.00,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EEL-4421 -001-C (94638),94638,Dunleavy,Lawrence,9,50.00,4,22.22,2,11.11,1,5.56,1,5.56,0,0.00,0,0.00,0,0.00,1,5.56,0,0,18
EEL-4421 -701-C (94639),94639,Dunleavy,Lawrence,1,16.67,2,33.33,1,16.67,2,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4935 -026-O (94687),94687,Uysal,Ismail,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,100.00,0,0.00,0,0.00,0,0,13
EEL-6935 -042-C (94905),94905,Fawcett,Timothy,6,37.50,5,31.25,4,25.00,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
EGN-3000L-701-L (95049),95049,Jeong,Chung Seop,87,80.56,6,5.56,1,0.93,0,0.00,11,10.19,0,0.00,0,0.00,0,0.00,3,2.78,0,0,108
EGN-3000L-701I-L (95049),95049,Jeong,Chung Seop,4,40.00,3,30.00,0,0.00,1,10.00,1,10.00,0,0.00,0,0.00,0,0.00,1,10.00,0,0,10
EEL-6935 -900-C (95378),95378,Bishop,Robert,3,37.50,4,50.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EGS-2070 -002-C (95419),95419,Jeong,Chung Seop,23,92.00,1,4.00,1,4.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
EEL-6935 -040-C (95431),95431,Naeini,Mia,9,45.00,3,15.00,3,15.00,2,10.00,3,15.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEL-4935 -039-C (95432),95432,Naeini,Mia,5,71.43,2,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEL-6597 -001-C (95443),95443,Chang,Jien,20,66.67,9,30.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,3.33,0,0,30
EEL-6486 -001-C (95833),95833,Saddow,Stephen,8,88.89,0,0.00,0,0.00,0,0.00,0,0.00,1,11.11,0,0.00,0,0.00,0,0.00,0,0,9
EEE-6217 -001-C (95986),95986,Parthasarathy,Ashwin Bharadwaj,3,42.86,1,14.29,2,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,14.29,0,0,7
EEL-6935 -021-C (96004),96004,Castellanos Mier,Alexandro,4,66.67,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,0,0,6
EEL-4782 -900-C (96250),96250,Ghani,Nasir,13,81.25,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.25,0,0,16
EEL-6935 -033-O (96271),96271,Moreno,Wilfrido,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EGN-3443 -001-C (80698),80698,Silva Sotillo,Walter,18,18.56,26,26.80,25,25.77,9,9.28,13,13.40,0,0.00,0,0.00,0,0.00,6,6.19,0,0,97
EGN-4450 -001-C (80699),80699,Yalcin,Ali,42,28.38,47,31.76,50,33.78,6,4.05,0,0.00,0,0.00,0,0.00,0,0.00,3,2.03,0,0,148
EIN-6386 -901-C (80718),80718,Chilton,Jamie,56,94.92,3,5.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,59
ESI-4244 -001-C (80719),80719,Das,Tapas,29,51.79,16,28.57,7,12.50,0,0.00,2,3.57,0,0.00,0,0.00,0,0.00,2,3.57,0,0,56
ESI-4312 -001-C (80720),80720,Kwon,Changhyun,19,39.58,16,33.33,10,20.83,2,4.17,1,2.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0,48
ESI-4523 -001-C (80721),80721,Yalcin,Ali,3,5.00,14,23.33,41,68.33,1,1.67,0,0.00,0,0.00,0,0.00,0,0.00,1,1.67,0,0,60
ESI-6491 -001-C (80902),80902,Kwon,Changhyun,3,60.00,2,40.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EIN-6108 -701-O (80905),80905,Lovins,Sandra,27,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,27
EIN-6386 -701-C (80906),80906,Chilton,Jamie,30,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,30
ESI-6247 -001-C (81321),81321,Das,Tapas,11,20.75,24,45.28,11,20.75,2,3.77,4,7.55,0,0.00,0,0.00,0,0.00,1,1.89,0,0,53
ESI-6247 -001I-C (81321),81321,Das,Tapas,2,40.00,2,40.00,0,0.00,0,0.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EIN-6935 -002-C (81334),81334,Jiang,Lin,19,86.36,2,9.09,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EIN-6934 -901-C (81504),81504,Gonzalez,Gibert,6,27.27,10,45.45,4,18.18,0,0.00,2,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EGN-3615 -003-C (81894),81894,Baez Toro,Eduardo,31,27.19,32,28.07,19,16.67,6,5.26,18,15.79,0,0.00,0,0.00,0,0.00,8,7.02,0,0,114
EIN-6936 -001-C (82488),82488,Das,Tapas,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,100.00,0,0.00,0,0.00,0,0,16
EIN-4621 -001-C (82593),82593,Lai-Yuen,Susana,6,37.50,8,50.00,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
